centroid1,11.79104,11.73134,11.13433,0.0,3.16418,0.0,0.13433,3.0597,1.8806,
0.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
1.0,12.0,12.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
2.0,9.0,9.0,9.0,0.0,4.0,0.0,0.0,3.0,1.0,
6.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
7.0,10.0,10.0,9.0,0.0,4.0,0.0,1.0,3.0,2.0,
8.0,12.0,12.0,10.0,0.0,3.0,0.0,0.0,3.0,2.0,
9.0,12.0,12.0,13.0,0.0,3.0,0.0,0.0,3.0,2.0,
10.0,13.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
11.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
12.0,12.0,12.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
13.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,4.0,
15.0,13.0,13.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
16.0,12.0,12.0,12.0,0.0,3.0,0.0,1.0,3.0,2.0,
17.0,10.0,10.0,9.0,0.0,4.0,0.0,0.0,3.0,1.0,
18.0,10.0,10.0,8.0,0.0,3.0,0.0,0.0,3.0,1.0,
19.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
21.0,12.0,13.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
23.0,13.0,13.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
26.0,12.0,12.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
27.0,12.0,12.0,10.0,0.0,3.0,0.0,2.0,3.0,2.0,
30.0,13.0,13.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
31.0,10.0,10.0,9.0,0.0,4.0,0.0,0.0,3.0,1.0,
34.0,10.0,10.0,9.0,0.0,4.0,0.0,0.0,4.0,1.0,
35.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
36.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
37.0,12.0,12.0,11.0,0.0,3.0,0.0,1.0,3.0,2.0,
38.0,12.0,12.0,11.0,0.0,3.0,0.0,0.0,3.0,3.0,
39.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
40.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
41.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
42.0,12.0,12.0,13.0,0.0,3.0,0.0,0.0,3.0,2.0,
43.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
44.0,12.0,12.0,13.0,0.0,3.0,0.0,0.0,3.0,2.0,
45.0,10.0,10.0,9.0,0.0,4.0,0.0,0.0,3.0,1.0,
46.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
47.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
49.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
50.0,14.0,13.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
52.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
53.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
54.0,12.0,12.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
56.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
57.0,13.0,13.0,12.0,0.0,3.0,0.0,1.0,4.0,2.0,
58.0,12.0,12.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
59.0,12.0,12.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
60.0,10.0,10.0,9.0,0.0,4.0,0.0,0.0,3.0,1.0,
61.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,3.0,
62.0,12.0,11.0,10.0,0.0,3.0,0.0,0.0,3.0,2.0,
63.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
64.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
65.0,10.0,10.0,9.0,0.0,4.0,0.0,2.0,3.0,1.0,
66.0,13.0,13.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
68.0,13.0,13.0,13.0,0.0,3.0,0.0,0.0,4.0,2.0,
69.0,13.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
70.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
71.0,13.0,13.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
72.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
73.0,13.0,13.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
74.0,13.0,13.0,11.0,0.0,3.0,0.0,0.0,3.0,2.0,
75.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
76.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
77.0,9.0,9.0,8.0,0.0,3.0,0.0,0.0,3.0,1.0,
79.0,12.0,12.0,12.0,0.0,3.0,0.0,0.0,3.0,2.0,
80.0,10.0,10.0,9.0,0.0,4.0,0.0,0.0,3.0,1.0,
82.0,11.0,10.0,10.0,0.0,4.0,0.0,0.0,3.0,1.0,
84.0,10.0,10.0,9.0,0.0,4.0,0.0,0.0,4.0,1.0,
198.0,12.0,12.0,12.0,0.0,3.0,0.0,1.0,3.0,2.0,
